Employee #,Name,Reports to 1,Reports to 2,Reports to 3,Reports to 4,Reports to 5,Reports to 6,Reports to 7,Reports to 1 Level,Reports to 2 Level,Reports to 3 Level,Reports to 4 Level,Reports to 5 Level,Reports to 6 Level,Reports to 7 Level,Director,E-1,First Executive,Executive,Skip Level Manager,Employee Status
EMP00662,Bryn Perez,EMP00367,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00663,Bryn Morgan,EMP00060,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00664,Will Hernandez,EMP00414,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00665,Brian Evans,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00666,Jake Allen,EMP00008,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00667,Leo Johnson,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00668,Ryan Clark,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00669,Taylor Rivera,EMP00366,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00670,Daniel Walker,EMP00437,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00671,Violet Campbell,EMP00616,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00672,Hazel Carter,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00673,Matt Baker,EMP00439,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00674,Olivia Nelson,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00675,June Rodriguez,EMP00301,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00676,Matt Morris,EMP00152,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00677,David Mitchell,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Contractor
EMP00678,Sarah Taylor,EMP00151,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00679,Dylan Jones,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00680,Rowan Walker,EMP00679,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00681,Jason King,EMP00391,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00682,Michael Smith,EMP00271,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00683,Tyler White,EMP00614,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00684,Taylor Baker,EMP00355,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00685,Ryan Wilson,EMP00056,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00686,Rachel Parker,EMP00362,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00687,Liam Adams,EMP00667,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00688,Jason Lewis,EMP00245,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00689,Kayla Johnson,EMP00185,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00690,Chloe White,EMP00665,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00691,Hazel Moore,EMP00162,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00692,Olivia Torres,EMP00215,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00693,Alex Adams,EMP00157,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00694,David Sanchez,EMP00437,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00695,Emily Lopez,EMP00060,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00696,Isla Smith,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00697,Andrew Allen,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00698,Jade Morris,EMP00151,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00699,Isla Torres,EMP00135,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00700,Cole Miller,EMP00665,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00701,Avery Wright,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00702,Ezra Lopez,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00703,Luke Lopez,EMP00583,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00704,Noah Moore,EMP00646,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00705,Rachel Wright,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00706,Chris King,EMP00367,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00707,Brian Phillips,EMP00353,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00708,Luke Carter,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00709,Emerson Phillips,EMP00366,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00710,Leo Morgan,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00711,Ben Baker,EMP00702,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00712,Chris Morris,EMP00697,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00713,Kayla Wilson,EMP00363,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00714,Avery Gonzalez,EMP00414,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00715,Bryn Edwards,EMP00445,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00716,Emily Lee,EMP00598,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Terminated
EMP00717,Ryan Clark,EMP00282,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00718,Noah Walker,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Contractor
EMP00719,Liam Rogers,EMP00355,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00720,Cole Lee,EMP00345,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00721,Noah Gonzalez,EMP00496,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00722,Ben Moore,EMP00092,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00723,Sarah Smith,EMP00599,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Contractor
EMP00724,Rachel Garcia,EMP00013,EMP00002,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00725,Peyton Murphy,EMP00261,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00726,Peyton Jackson,EMP00353,EMP00010,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00727,Dylan Cook,EMP00708,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00728,Chloe Young,EMP00646,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00729,Luna Johnson,EMP00009,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00730,Sam Perez,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00731,Ella Turner,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Contractor
EMP00732,Isla Jackson,EMP00010,EMP00005,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00010,,EMP00005,EMP00001,,Active
EMP00733,Sage Perez,EMP00595,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00734,Michael King,EMP00193,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00735,Lily Stewart,EMP00594,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Terminated
EMP00736,Noah Ramirez,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00737,Nate Miller,EMP00134,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00738,Noah Scott,EMP00731,EMP00011,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00739,Amanda Martinez,EMP00345,EMP00012,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00012,,EMP00005,EMP00001,,Active
EMP00740,Jade Stewart,EMP00023,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00741,Amanda Allen,EMP00011,EMP00001,,,,,,Level 1,Level 2,,,,,,EMP00011,,EMP00001,EMP00001,,Active
EMP00742,Alex Thompson,EMP00152,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00743,Drew Taylor,EMP00289,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00744,Megan Parker,EMP00014,EMP00003,EMP00001,,,,,Level 1,Level 2,Level 3,,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00745,Violet Phillips,EMP00567,EMP00014,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00014,,EMP00003,EMP00001,,Active
EMP00746,Alex Martin,EMP00215,EMP00009,EMP00003,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00009,,EMP00003,EMP00001,,Active
EMP00747,Will Martinez,EMP00171,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
EMP00748,Stephanie Wilson,EMP00429,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00749,Taylor Carter,EMP00408,EMP00013,EMP00002,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00013,EMP00002,EMP00002,EMP00001,,Active
EMP00750,June Hernandez,EMP00171,EMP00008,EMP00005,EMP00001,,,,Level 1,Level 2,Level 3,Level 4,,,,EMP00008,,EMP00005,EMP00001,,Active
